date,CPI,PCE,RPI,W875RX1,DPCERA3M086SBEA,CMRMTSPLx,RETAILx,INDPRO,IPFPNSS,IPFINAL,IPCONGD,IPDCONGD,IPNCONGD,IPBUSEQ,IPMAT,IPDMAT,IPNMAT,IPMANSICS,IPB51222S,IPFUELS,CUMFNS,HWI,HWIURATIO,CLF16OV,CE16OV,UNRATE,UEMPMEAN,UEMPLT5,UEMP5TO14,UEMP15OV,UEMP15T26,UEMP27OV,CLAIMSx,PAYEMS,USGOOD,CES1021000001,USCONS,MANEMP,DMANEMP,NDMANEMP,SRVPRD,USTPU,USWTRADE,USTRADE,USFIRE,USGOVT,CES0600000007,AWOTMAN,AWHMAN,HOUST,HOUSTNE,HOUSTMW,HOUSTS,HOUSTW,PERMIT,PERMITNE,PERMITMW,PERMITS,PERMITW,AMDMNOx,AMDMUOx,BUSINVx,ISRATIOx,M1SL,M2SL,M2REAL,AMBSL,TOTRESNS,BUSLOANS,REALLN,NONREVSL,CONSPI,S.P.500,S.P..indust,S.P.div.yield,S.P.PE.ratio,FEDFUNDS,CP3Mx,TB3MS,TB6MS,GS1,GS5,GS10,AAA,BAA,COMPAPFFx,TB3SMFFM,TB6SMFFM,T1YFFM,T5YFFM,T10YFFM,AAAFFM,BAAFFM,EXSZUSx,EXJPUSx,EXUSUKx,EXCAUSx,WPSFD49207,WPSFD49502,WPSID61,WPSID62,OILPRICEx,PPICMM,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUUR0000SAD,CUSR0000SAS,CPIULFSL,CUUR0000SA0L2,CUSR0000SA0L5,DDURRG3M086SBEA,DNDGRG3M086SBEA,DSERRG3M086SBEA,CES0600000008,CES2000000008,CES3000000008,MZMSL,DTCOLNVHFNM,DTCTHFNM,INVEST
10/1/1971,0.002447982,0.001533155,0.0031209,0.004405715,0.002421739,0.000691934,0.011999862,0.007457691,0.010269835,0.010402699,0.013435659,0.017962052,0.011507903,0.009737702,0.002985728,0.027713386,0.010257865,0.014752922,0.04193398,0.005332994,0.9585,1,0.000392104,0.001662707,0.00286955,-0.2,0.7,-0.03493612,-0.014129972,0.023136253,0.001478197,0.048536389,-0.06144982,0.000349018,-0.002126972,-0.111780728,0.01222859,-0.001633606,-0.001471093,-0.001872255,0.001419929,-0.000834376,0.002644005,0.000945063,0.002985482,0.00359012,39.6,0.1,39.9,7.66293785,5.463831805,6.135564891,6.820016365,6.242223265,7.613818685,5.762051383,6.06610809,6.65415252,6.216606101,-0.021259136,0.002131704,0.002620252,0.010331126,0.003085742,0.008483766,0.006050123,0.001419688,0.000941635,0.005073907,0.012584985,0.007976381,0.000475184,-0.021455905,-0.023942212,0.060563836,-0.021591069,-0.35,-0.27,-0.23,-0.37,-0.5,-0.21,-0.21,-0.05,-0.11,0.22,-0.74,-0.6,-0.29,0.73,0.73,2.19,3.28,-0.001558533,-0.020655867,0.008146849,-0.008227236,0,0.002478316,-0.002691792,0.019418086,0,-0.004329011,0.001629992,0,-0.005464494,0.002301497,0.006514681,0.002670229,0.002430135,0.002361276,0.002436055,-0.000757313,0.0014541,0.002312522,0.005208345,0.005687219,0.005730675,0.005642587,0.012194659,0.006737833,0.00973611
11/1/1971,0.002442004,0.002083024,0.00586859,0.00501145,0.005082685,0.016765198,0.01152469,0.004235278,0.005784452,0.005357314,0.007924066,0.009920286,0.007085019,0.004559373,0.001685842,-0.004237416,-0.000437923,0.003685729,-0.021431832,0.002281828,0.0924,1,-0.00025153,0.006880788,0.004731151,0.2,-0.6,0.036239052,0.052295379,0.007072721,0.027678387,-0.017065261,-0.037853782,0.002843445,0.003696179,0.007743402,0.009266476,0.002332907,0.002548521,0.00201613,0.002475051,0.001737499,0.002955325,0.000168205,0.003786859,0.002513042,39.9,0,40,7.687997166,5.713732806,6.144185634,6.836259277,6.177944114,7.639642288,5.755742214,6.126869184,6.677083461,6.23636959,0.030168894,0.003809643,0,-0.030993378,0.002637364,0.008838261,0.006362941,0.005672791,0.003725364,0.004614639,0.011353772,0.012572791,0.00065893,-0.04746511,-0.048696972,0.146876083,-0.048016552,-0.29,-0.58,-0.24,-0.22,-0.24,-0.15,-0.12,-0.13,-0.1,-0.07,-0.69,-0.53,-0.24,0.87,0.9,2.35,3.47,0.002110978,-0.007148489,0.001485079,-0.000796575,0.002453989,0.004938282,0.002691792,0.016349138,0,0.002166848,0.00162734,-0.002534856,0.00273598,0,0.002162163,0.002663117,0.002424244,0,0.002430135,0.000902265,0.000955493,0.003129893,0,0.001888575,-0.002861232,0.005031944,0.013036956,0.011187754,0.019589255
12/1/1971,0.002436055,0.003941602,0.006762743,0.007820891,0.006428833,0.009293908,-0.00063833,0.011479179,0.005660532,0.004219895,0.006709088,0.004419622,0.007731244,0.005586485,0.020362436,0.011003748,0.012383216,0.009243622,-0.009989193,0.019622866,0.5332,0,1.47E-05,0.001952269,0.002164611,0,-0.5,0.006920443,-0.070572651,0.004687509,0.005730675,0.003436429,-0.053598164,0.003640056,0.002625217,0.103706256,-0.009266476,0.002094973,0.003322912,0.000287687,0.004078431,0.005677899,0.00303315,0.007450216,0.003234504,0.003189311,39.7,0.1,40.2,7.738488122,5.768320996,6.167516491,6.88857246,6.248042875,7.665284718,5.746203191,6.165417854,6.710523109,6.259581464,0.024811043,0.002877671,0.006388097,-0.010331126,0.002192503,0.00805715,0.005628587,0.001888495,0.013425176,-0.000121389,0.001316124,0.009824225,-0.000124997,0.06660445,0.07081769,-0.220397568,0.058126652,-0.77,-0.18,-0.21,-0.15,-0.07,-0.09,0.12,-0.01,0,0.52,-0.13,0.09,0.46,1.55,1.79,3.11,4.24,-0.020108443,-0.02675551,0.013267391,-0.00459266,0.00732604,0.007361996,0.005361943,0.005390849,0,-0.017467693,0.001624696,0,0.002728515,0.006872879,-0.002162163,0.002656044,0.002418381,0.004705891,0.004842624,0.003584896,0.004611728,0.00361189,0.010336009,0.003766483,0.017045867,0.00500675,0.004833071,0.015900451,0.023663283
1/1/1972,0.002430135,0.004094647,0.004337344,0.005108637,0.000127518,0.010515331,-0.007635965,0.023773551,0.019427583,0.018732617,0.014974181,0.029339582,0.008823681,0.031907091,0.03070589,0.042218606,0.023935453,0.025393448,0.00078513,0.005786608,1.8243,3,0.000889983,0.004114153,0.006045983,-0.2,0.6,0.001722653,-0.019288925,-0.020473156,-0.052798186,0.017007213,-0.003551679,0.004662658,0.005687306,-0.002486533,0.01156974,0.004697703,0.007000515,0.001293568,0.004220043,0.004271744,0.006698026,0.013343056,0.001881974,0.005745404,39.7,0,40.2,7.821643126,5.955837369,6.098074282,6.941190055,6.444131257,7.713337889,5.918893854,6.03068526,6.747586527,6.391917113,0.020782972,0.004072514,-0.000530785,-0.030993377,0.007853444,0.010364238,0.007953474,0.007364785,0.048113895,0.003122558,0.01585429,0.006351788,-0.000298052,0.040801827,0.03932589,-0.123767834,0.034628993,-0.64,-0.63,-0.63,-0.57,-0.32,-0.1,0.02,-0.06,-0.15,0.53,-0.12,0.16,0.78,2.09,2.45,3.69,4.73,-0.003052733,-0.023239936,0.017225907,0.006582908,-0.002436055,-0.004901971,0.002670229,0.016000341,0,0.004395611,0.00162206,0.007585371,0.00272109,0,0.002162163,0.005291018,0.002412546,0,0.002412546,0.005137861,0.003530152,0.00419745,0.010230268,0.013072082,0.005617992,0.007844678,-0.007407075,-0.004527067,0.008296127
2/1/1972,0.004842624,0.003952076,0.007557443,0.005002619,0.002451567,-0.01085234,0.008302039,0.009361479,0.008606041,0.007485297,0.005409138,0.004176593,0.006091871,0.014479966,0.010416003,0.014096319,0.003046476,0.007411338,0.067381694,0.02362546,0.3994,1,0.000419995,0.000674364,0.001838746,-0.1,0.3,-0.09612807,-0.012842353,0.027463476,-0.035252693,0.093315243,-0.029316819,0.002853266,0.002284149,-0.00666114,-0.006153866,0.004502952,0.005989199,0.002295553,0.003099186,0.003705741,0.002460941,0.004135033,0.001878439,0.002409277,39.9,0.2,40.4,7.779048645,5.620400866,6.146329258,6.987490247,6.335054251,7.682021511,5.857933154,6.03068526,6.687108608,6.398594935,0.02350676,0.007977318,0.003286338,0.020662252,0.009515643,0.011085052,0.006237681,0.010801298,-0.029215596,0.006189943,0.022296266,0.00900294,-0.000357644,0.018225924,0.024243612,-0.053675477,0.007150108,-0.21,-0.22,-0.18,-0.03,-0.01,0.1,0.13,0.08,0,0.52,-0.09,0.34,0.98,2.4,2.79,3.98,4.94,-0.008022433,-0.024383518,0.012833078,-0.001193674,0.007290433,0.004901971,0.005319161,0.00790518,0,0,0.003236249,-0.002522069,0.002713706,0.004555817,-0.002162163,0.002635048,0.00240674,0.004683849,0.004807702,0.000590521,0.006044369,0.003529639,0.007604599,0.005550431,0.011142177,0.009106494,-0.000495761,0.000378039,-0.001081519
3/1/1972,0,0.001425637,0.005030761,0.005083922,0.016118952,0.018357902,0.025501594,0.007242022,0.004889635,0.003462307,4.40E-05,-0.007104698,0.003592161,0.012504609,0.010199992,0.011813046,0.009518553,0.007192228,0.005224514,0.004116303,0.3809,2,0.000131146,0.006661015,0.005716725,0.1,-0.1,0.087050852,-0.036014973,-0.04755254,-0.066099802,-0.029620248,-0.004848939,0.004024814,0.005506146,0.00500001,0.008451837,0.004941403,0.006336427,0.002862051,0.003384298,0.004033228,0.005671389,0.002797557,0.002677378,0.002328465,39.9,0,40.4,7.755338813,5.726847748,6.013715156,6.91968385,6.406879986,7.652070746,5.669880923,6.001414878,6.771935556,6.28785856,0.001961821,0.004593142,0.0044353,-0.030993378,0.008572706,0.010690891,0.010667978,0.002816631,-0.001974211,0.006645757,0.015928839,0.012034736,0.00079725,0.023486284,0.023669744,-0.067740273,0.015018534,0.54,0.29,0.53,0.49,0.4,0.18,-0.01,-0.03,0.01,0.27,-0.1,0.29,0.84,2.04,2.24,3.41,4.41,-0.001140221,-0.008722772,0.005515354,-0.006190116,0,0,0.002649008,0,0,0.017391743,0,0,0.002706362,0,0.002162163,0.002628122,0.002400962,0.002333723,0,0.001100312,-0.000339028,0.002706655,0.007547206,0.005519793,0.005524876,0.008088072,0,0.002779352,0.019324969
4/1/1972,0.002412546,0.001549122,0.002781309,0.004873278,0.002937043,0.006770742,0.002458099,0.010395443,0.011307129,0.013786113,0.01214612,0.028986509,0.004017525,0.018230478,0.009409909,0.013699114,0.004761893,0.011631346,-0.010837817,-0.01093793,0.7472,0,0.00019605,3.46E-05,0.00100473,-0.1,0.1,-0.032659566,0.05621768,-0.023820428,-0.124052649,0.062855935,0.005518317,0.002984096,0.002854879,-0.010361055,0.002547123,0.003490205,0.004583222,0.00185595,0.003040023,0.0022488,0.00314952,0.003266499,0.003469909,0.002173344,39.9,0.3,40.5,7.718240952,5.638354669,6.070737728,6.975413927,6.142037406,7.668093709,5.80814249,6.120297419,6.770789424,6.173786104,0.01037864,0.003448178,0.007191821,0,0.005533106,0.006658086,0.004280491,0.005801501,0.021719749,0.012791819,0.016528739,0.009483721,0.000742859,0.01016175,0.013278203,-0.028819502,0.001660139,0.34,0.45,-0.02,0.11,0.29,0.3,0.12,0.06,0,0.38,-0.46,0.06,0.79,2,2.02,3.13,4.07,-0.001505008,0.003379,-0.003022017,-0.002808145,0,0,0.002642009,0.015625318,0,0.004301082,0.003225809,0,0.002699057,0.002270149,0.002157498,0.002621233,0,0.00232829,0.002395211,0.003103047,-0.000452216,0.002429741,0.00250313,0.007312647,0.005494519,0.005418042,0.009279435,0.00873368,0.008066612
5/1/1972,0.00240674,0.002173096,0.003799787,0.003639436,0.005010514,0.006139501,0.013106418,-0.000556129,-0.002520738,-0.004995581,-0.005087686,-0.009042885,-0.003076234,-0.002458387,0.001898746,0.007938767,0.003044004,0.000950696,-0.017755557,0.005491333,-0.1355,2,0.000500323,0.002248838,0.002837194,0,-0.1,-0.016738685,0.022413595,-0.029525553,0.103849941,-0.148717226,0.014746499,0.004146497,0.005550431,0.005528115,0.006592316,0.005354613,0.006741065,0.00327519,0.003538304,0.001836173,0.003139631,0.002092483,0.003192341,0.004332568,39.8,-0.1,40.5,7.705712824,5.693732139,6.17586727,6.90475077,6.100318952,7.63385356,5.730099783,6.102558595,6.665683718,6.267200549,0.018595974,0.008326362,0.008645437,0,0.001272535,0.006614049,0.004206282,0.005386353,0.008040029,0.01197191,0.015707344,0.011931812,0.000858674,-0.01016175,-0.009109794,0.028819502,-0.018891239,0.1,-0.1,-0.02,-0.11,-0.32,-0.32,-0.06,0,-0.01,0.18,-0.58,-0.15,0.37,1.58,1.86,3.03,3.96,0.002489822,0.002694346,0.000842492,-0.006852793,0.004830927,0.004878058,0.002635048,0.015384919,0,-0.002148229,0.001609011,0.002522069,0.002691792,0.002265007,0.006444705,0.002614381,0.004784698,0.002322881,0.002389487,0.001381336,0.001544227,0.002854144,0.007472015,0.005449605,0.005464494,0.003348217,0.01133378,0.012925614,-0.00517279
6/1/1972,0.002400962,0.001543371,0.00195401,0.002077499,0.003254253,0.004353559,0.006502577,0.002866127,0.00386193,0.001784234,0.000694537,0.000673806,0.000773425,0.004057685,0.001756244,0.00046579,0.005858174,0.00380872,-0.029097484,-0.016175098,0.0982,0,-2.64E-06,0.002266779,0.002390682,0,0.1,0.038922381,-0.029773949,-0.023387814,0.00508907,-0.053109825,0.055101206,0.003980253,0.002696388,0.00233606,0.003028011,0.002213206,0.002268432,0.002130229,0.00453648,0.00413602,0.002566599,0.00376046,0.006881975,-0.000820253,40,0,40.6,7.720461695,5.66296048,6.084499413,6.899723107,6.282266747,7.688455357,5.707110265,6.098074282,6.790097236,6.308098442,0.005054574,0.011100563,0.003209944,0,0.002962965,0.008573395,0.006137385,0.007579087,-0.0092378,0.008725232,0.012025587,0.01191938,0.001229022,0.002781643,0.004979263,-0.007918085,-0.006368625,0.19,0.15,0.22,0.23,0.29,0.06,-0.02,-0.07,-0.03,0.14,-0.55,-0.11,0.47,1.45,1.65,2.77,3.74,-0.015848275,-0.006476685,-0.016713696,-0.009550977,0.004807702,0.007272759,0,0.002541297,0,-0.002152853,0,0,0.002684565,0.002259888,0.006403437,0.002607563,0,0.002317498,0.002383791,0.00049174,-3.76E-05,0.002846022,0,-0.003629768,0.00272109,0.005740225,0.017336464,0.014976318,-0.002385064
7/1/1972,0.002395211,0.003578119,0.006572649,0.00714616,0.007337333,-0.006229053,0.005329687,-0.000251741,0.005607553,0.005873193,0.008233682,0.021613575,0.001733392,0.000812999,-0.007269379,-0.006653741,-0.006790191,0.000532961,0.005764708,0.013413376,-0.1751,2,0.000433544,0.001573366,0.001789269,-0.1,-0.6,-0.013695818,0.017310685,0.011329097,0.071808981,-0.058014395,0.034550647,-0.000705238,-0.005400067,-0.005515181,-0.00758729,-0.004829966,-0.006725739,-0.001988072,0.001320081,0.000270618,-0.001663308,0.001607307,-0.000263817,0.005727691,39.9,0,40.5,7.719573989,5.783825182,6.089044875,6.918695219,6.165417854,7.693937326,5.739792912,6.047372179,6.837332815,6.272877007,-0.020522147,0.007710094,0.003251196,0,0.00925543,0.012987196,0.010623094,0.005236391,0.015944244,0.007361708,0.017363433,0.006456802,-0.00054173,-0.007434978,-0.006644543,0.02431972,-0.019580638,0.09,0.23,0.07,0.15,0.03,0.06,0,-0.02,0.03,0.28,-0.57,-0.05,0.41,1.42,1.56,2.66,3.68,-0.009200573,-0.004587004,-0.049633227,0.00458366,0.002395211,0.004819286,0.002628122,0.015113638,0,-0.015201161,0,0.002515725,0,0.004504512,0.004246291,0.002600782,0.004761914,0.00231214,0.002378122,0.001948716,0.004131461,0.003639676,0.002478316,0.003629768,0.002713706,0.009006586,0.008935421,0.010155374,-0.004483984
8/1/1972,0.002389487,0.002903,0.009298451,0.009991908,0.005360958,0.023688694,0.00948073,0.013062424,0.011581066,0.011917569,0.010144035,0.008788159,0.010864641,0.020561705,0.014907211,0.02033613,0.006447955,0.012586127,0.013544531,0.003626284,0.8205,2,0.000334222,0.004282613,0.004223102,0,0,0.016325092,0.017016117,0.001731602,-0.025519726,0.034094211,-0.142634697,0.00581688,0.010681848,0.015135424,0.01110842,0.010482573,0.016777019,0.00099453,0.003717908,0.003241713,0.003745586,0.004236373,0.002898171,0.00355398,40,0,40.6,7.77569575,5.855071922,6.133398043,6.936342736,6.29710932,7.724446646,5.774551546,6.131226489,6.859614904,6.269096284,0.050777038,0.010358078,0.010557704,-0.020662252,0.008755528,0.012040454,0.009639685,0.007456216,0.000453563,0.010583688,0.017995039,0.009957547,-0.000326764,0.034833953,0.036010438,-0.095137538,0.02508891,0.25,-0.08,0.04,0.05,0.02,0.05,0.1,-0.02,-0.04,-0.05,-0.78,-0.25,0.18,1.22,1.41,2.39,3.39,0.004187766,0.000433085,0.002247238,-0.00162734,0.004773279,0.002400962,0.002621233,0.007472015,0,0.002185793,-0.003220615,0.005012542,0.002677378,0,0,0.002594035,0.00237248,0.002306806,0.00237248,0.002276609,0.002582868,0.003360272,0.009852296,0.005420067,0.010781776,0.010194882,0.007354361,0.011508954,0.004397448
9/1/1972,0.004761914,0.004462449,0.003578574,0.0045861,0.001709454,0.017050956,0.018695995,0.007553105,0.005476601,0.006455736,0.005077206,0.010111734,0.002639568,0.007996513,0.010087484,0.012158204,0.005053729,0.007646657,0.006255609,0.014994685,0.4072,1,0.000461769,-0.001429315,-0.000423932,-0.1,0.3,0.029325085,-0.103127809,-0.021863573,-0.059918086,0.020277192,0.010216339,0.001684625,0.00249688,0.009365057,0.004259057,0.00185837,0.002147426,0.001419044,0.001332754,0.001145591,0.002302337,0.000830261,0.002364999,0.003320424,40,0.2,40.6,7.816416984,5.860786223,6.156978986,7.037905963,6.253828812,7.780303088,5.762051383,6.228511004,6.950814768,6.259581464,0.057868177,0.022096435,0.008225067,-0.020662251,0.00950224,0.012411278,0.007656215,0.004093312,-0.000877074,0.007503819,0.015448924,0.009562547,0.000224205,-0.014519311,-0.017025138,0.043581715,-0.024461416,0.07,0.32,0.64,0.58,0.54,0.23,0.34,0.03,-0.1,0.2,-0.21,0.26,0.65,1.38,1.68,2.35,3.22,0.00174414,-0.000139138,-0.003761862,0.000610563,0.004750603,0.007168489,0.007822726,0.004950505,0,0.013015368,0.008032172,0.004987542,0,0.00671895,0.002116403,0.002587324,0.002366865,0.004597709,0.004728141,0.002491997,0.007337774,0.003189795,0.00732604,0.007181359,0.005347606,0.009553926,-0.005369014,0.002292431,0.014093494
10/1/1972,0.00237248,0.001112508,0.022668438,0.016570599,0.016365789,0.013708614,0.013997968,0.013430937,0.016168796,0.016419891,0.014850657,0.023089117,0.010805561,0.021513897,0.010131331,0.016382639,0.01308641,0.014886954,0.041738241,0.029060366,1.0146,3,0.000539493,0.001132186,0.000883997,0.1,-0.4,-0.00085034,0.057318273,-0.007098521,0.030407748,-0.048607699,-0.019075775,0.005505734,0.006967123,-0.000327118,0.009455159,0.00667286,0.009006142,0.003114826,0.004871624,0.004837419,0.002660731,0.006346641,0.002882979,0.002281006,40.1,0,40.7,7.818027939,5.92157842,6.159095388,7.03438793,6.224558429,7.763871288,5.831882477,6.075346031,6.91671502,6.343880434,-0.020080725,0.010785752,0.00640107,-0.010331126,0.00737406,0.010989122,0.008617493,0.01033837,0.02137358,0.016664436,0.015261614,0.010453903,-0.001927024,0.001826485,0.000817327,0.016148984,-0.010481102,0.17,0.14,0.08,0,0,-0.07,-0.07,-0.01,-0.03,0.17,-0.3,0.09,0.48,1.14,1.44,2.17,3.02,0.002715852,-0.000358727,-0.019108071,-0.000305235,-0.004750603,-0.002383791,0.005181359,0.009828089,0,-0.002157498,0.004788517,-0.002490661,0.010638398,0.002229655,0.002111933,0.002580647,0.002361276,0.002290952,0.002355714,-0.006780759,0.002446348,0.002544531,0.007272759,0.008904778,0.00796817,0.007506738,-0.004733513,0.003123443,0.003809102
11/1/1972,0.004728141,0.003001709,0.010241129,0.007581423,0.003922924,0.018949591,0.006713206,0.011577216,0.009373101,0.010971991,0.007021363,0.022908318,-0.00093296,0.0174565,0.014237478,0.018089365,0.008517164,0.012256519,0.013152401,-0.042515512,0.7935,1,0.001093437,0.001153739,0.004516752,-0.3,-0.3,-0.070482709,-0.06020012,-0.076782963,-0.052958574,-0.104934893,-0.013616492,0.003929436,0.003311188,-0.003933786,-0.008955284,0.006239922,0.008559253,0.002682291,0.004197861,0.004880831,0.004103228,0.005596961,0.002874692,0.002715698,40,0.1,40.7,7.791935957,5.814130532,6.035481433,7.021976423,6.304448802,7.71154898,5.902633333,6.021023349,6.812345094,6.306275287,0.021467393,0.010841984,0.007607644,-0.020662252,0.005698021,0.008856333,0.004120848,0.006759221,-0.059551569,0.019175755,0.016379175,0.012127557,-0.000162422,0.048963941,0.047076902,-0.115024153,0.03930149,0.02,-0.03,0.04,-0.04,-0.25,-0.06,-0.2,-0.09,-0.07,0.12,-0.28,0.03,0.21,1.06,1.22,2.06,2.93,-0.000553119,-7.48E-05,-0.018246298,0.00477134,0.007117468,0.004761914,0.007722046,0.026539555,0,-0.002162163,0.003179653,0.004975135,0,0.004444452,0.002107482,0.002574004,0.002355714,0.004566218,0.004694844,0.000634186,0.003178713,0.003593704,0.002412546,0.007067167,0.002642009,0.006920443,-0.001994776,0.00969437,0.011777193
12/1/1972,0.002355714,0.003197379,0.00318037,0.005380326,0.003848052,0.013248733,0.022351452,0.011466736,0.007612514,0.00982165,0.008278222,0.019886594,0.002370637,0.012830569,0.016063132,0.025664835,0.007799073,0.013425712,-0.012440786,-0.017839405,0.8959,7,0.001746841,0.003999208,0.004928191,-0.1,0,-0.089712004,0.052014535,-0.033238641,-0.033901552,-0.032435276,-0.012488577,0.004033632,0.003695561,-0.006921583,-0.016375224,0.008461738,0.011299555,0.004080203,0.004180313,0.005188942,0.004225163,0.006587719,0.002606204,0.003000698,39.7,0,40.6,7.768956045,5.978885765,5.843544417,6.998509642,6.274762021,7.791109511,6.054439346,6.133398043,6.91770561,6.257667588,0.043719248,0.018960581,0.006312305,-0.020662251,0.011299555,0.010525094,0.008191099,0.007739755,-0.012558091,0.011478807,0.010745097,0.013547779,0.001032257,0.020637018,0.021589119,-0.035630257,0.011235005,0.27,0.22,0.29,0.21,0.25,0.04,0.08,-0.04,-0.06,0.07,-0.26,-0.03,0.19,0.83,1.03,1.75,2.6,-0.0067675,0.000836891,-0.002810665,0.009474922,0.009411834,0.011806513,0.015267472,0.041964199,0,0,0.003169575,0.002478316,0.002642009,0.00221484,0,0.002567396,0.002350177,0,0.002339182,0.002184859,0.003352555,0.003370553,0.007202912,0.012248622,0.010498784,0.009153382,-9.51E-05,0.015355752,0.024153373
1/1/1973,0.004694844,0.00302399,-0.003835745,-0.005254873,0.009718019,0.012656759,0.017008039,0.006487615,0.004684041,0.003485619,-0.002731562,-0.003410173,-0.002364605,0.015781528,0.008599446,0.016909326,-0.000241906,0.006804113,0.005313734,-0.004283997,0.3259,2,0.001345646,-0.005198666,-0.002869821,-0.3,-0.4,0.015849762,-0.082786194,-0.060438257,-0.025736715,-0.104140259,-0.071516311,0.004652373,0.008004067,-0.005804809,0.016874849,0.006477489,0.008481509,0.003364175,0.003195012,0.003774964,0.004483568,0.00378655,0.00259943,0.000438372,39.7,0.1,40.4,7.816416984,5.783825182,6.380122537,6.977281342,6.202535517,7.727975542,5.877735782,6.156978986,6.8134446,6.276643489,0.025387316,0.021200847,0.013875444,-0.010331126,0.009187203,0.009921947,0.005230497,0.011459964,0.044940194,0.017162465,0.018731379,0.019600676,0.002983094,0.007630389,0.011376687,-0.014744645,-0.00190343,0.61,0.37,0.34,0.32,0.37,0.18,0.1,0.07,-0.03,-0.17,-0.53,-0.32,-0.05,0.4,0.52,1.21,1.96,-0.010854453,0.001816498,0.004849835,0.002504886,0.007001195,0.009345862,0.005037794,0.027028672,0,0.008620743,0,0,0.002635048,0.006615239,-0.004219416,0.002560821,0.002344667,0.004545462,0.004662013,-3.16E-05,0.007255969,0.001156009,0.011890747,0.017241806,0.00780238,0.00593992,-0.016878038,-0.003454994,0.010044733
2/1/1973,0.007001195,0.005249783,0.00347536,0.003581316,0.006084764,0.001561414,0.014446556,0.014861121,0.014524758,0.014945389,0.01304934,0.018074863,0.010494012,0.020936871,0.015246126,0.019703458,0.01494917,0.01643282,-0.008029024,-0.016460608,1.1643,0,-0.000536467,0.009974436,0.008990143,0.1,-0.5,0.104426419,-0.062160399,-0.057593318,-0.028330507,-0.097263305,-0.027647863,0.005222977,0.008890875,0.00464654,0.016594808,0.007305272,0.009745707,0.003492355,0.003620068,0.003958311,0.006715314,0.003084164,0.005695071,0.001532791,40.1,0.1,40.9,7.73587032,5.746203191,6.280395839,6.9117473,6.08221891,7.707961532,5.758901774,6.214608098,6.807934944,6.222576268,0.026625053,0.025736494,0.011659107,0,0.002779434,0.004678659,-0.002321288,0.004212743,-0.034837019,0.03899531,0.017624725,0.013554449,0.000714128,-0.036117425,-0.036088369,0.103884824,-0.051258727,0.64,0.4,0.19,0.21,0.3,0.26,0.18,0.07,0.07,-0.41,-0.98,-0.75,-0.39,0.02,0.06,0.64,1.39,-0.087457575,-0.080592527,0.029645737,-0.003709463,0.011560822,0.011560822,0.014962873,0.045610511,0,0.03375848,0.00315956,0.004938282,0.002628122,0.008752791,0,0.00255428,0.002339182,0.009029407,0.006952519,0.003000444,0.008906073,0.003512362,-0.002366865,-0.013769581,0.002587324,0.001914209,-0.002323781,0.002953191,-0.017026938
3/1/1973,0.009259325,0.007078029,0.000743151,-2.50E-05,0.00131789,-0.004001412,0.007570059,0.000334024,0.00336508,0.003658262,0.002460254,0.001387233,0.003028967,0.008309068,-0.003292406,0.001436993,-0.004180437,0.001649095,0.011913224,-0.017118319,-0.1348,0,0.000243124,0.005439887,0.006414695,-0.1,0.1,-0.055987316,0.059179771,-0.00560854,-0.041061487,0.042111485,0.02553553,0.003519327,0.004394475,-0.000662471,0.004411772,0.004498287,0.005943686,0.002228724,0.003135628,0.00308977,0.001178777,0.003134874,0.003607322,0.002476691,40.2,-0.1,40.9,7.768533301,5.765191103,6.126869184,7.068172,6.025865974,7.631431665,5.831882477,6.00635316,6.705639095,6.210600077,0.030196193,0.033729898,0.011142712,0,-0.001984521,0.001472935,-0.00779452,0.010600267,0.004935177,0.029112916,0.019757518,0.013220379,0.00080066,-0.01588736,-0.014173466,0.050293455,-0.034174363,0.51,0.59,0.49,0.68,0.66,0.2,0.07,0.07,0.06,-0.33,-1,-0.58,-0.24,-0.29,-0.38,0.2,0.94,-0.06028264,-0.061164823,0.018451009,0.001104251,0.020478531,0.027212564,0.017178337,0.04565108,0,0.075884698,0.006289329,0.002460026,0.002621233,0.010834342,0.002111933,0.00508907,0.004662013,0.011173301,0.009195467,0.001465363,0.013836947,0.004334097,0.004728141,0.003460211,0.002580647,0,-0.00145511,0.002193533,-0.003392131
